,nome_fantasia,cnpj_basico,cnpj_ordem,cnpj_dv,cnae_princ,cnaes_sec,uf,municipio,porte,4661300,4683400,4530704,3314711,3314712,4619200
290437,BM AGRO,20708615,2,65,4683400,"4611700,4612500,4618401,4619200,4622200,4623106,4623199,4661300,4732600,4744001,4744099,4763604,4763605,4771704,4789002,4789005,4789009,4789099,7119702",PA,471,Parceiros,1,1,0,0,0,1
290519,,27252043,3,82,4661300,"3314711,3314712,4110700,4120400,4399101,4614100,4681805,4732600,4789099",GO,9361,Parceiros,1,0,0,1,1,0
290609,MASTER MAQUINAS,40680371,1,86,4661300,"3314711,4662100",RR,301,Parceiros,1,0,0,1,0,0
290914,,26677742,8,16,4661300,"3314712,4614100,4681805,4781400,4789001,6619399,7731400,7739099",PA,483,Parceiros,1,0,0,0,1,0
292344,SEMPRE NOVA MAQUINAS E IMPLEMENTOS AGRICOLAS,5025009,1,70,4661300,"3314711,4614100,4619200",RS,8785,Parceiros,1,0,0,1,0,1
292511,,5074069,1,83,4661300,"3314711,4614100,4683400,4930202",MT,9925,Parceiros,1,1,0,1,0,0
293627,,108578,6,70,4661300,"3314712,4511101,4511102,4511103,4512901,4520001,4530703,4530704,4530706,7490104",MT,8987,Parceiros,1,0,1,0,1,0
295420,TRESSETE AGRICOLA,2523761,1,53,4661300,4614100,MT,9871,Parceiros,1,0,0,0,0,0
296151,,33302019,4,94,4661300,,MG,4939,Parceiros,1,0,0,0,0,0
296759,COOPERCITRUS,45236791,15,97,4661300,"4520001,7731400,0161099,4614100,7112000,3321000,8599604,3314711,7490103,8230001,0161003,5211799,4782201,4781400,4759899,4763602,4763604,4789005,4755503,4530703,4530705,4789004,4744001,4753900,4789099",SP,6639,Parceiros,1,0,0,1,0,0
296802,,45942349,5,4,4661300,"4512901,4520001",SP,6189,Parceiros,1,0,0,0,0,0
297872,KRAMAQ,1392955,1,2,4661300,"4614100,3314712,3314711",PR,7683,Parceiros,1,0,0,1,1,0
298230,CAMAGRIL,76075118,17,8,4661300,"2950600,3314711,4619200",PR,7569,Parceiros,1,0,0,1,0,1
298309,EQUAGRIL,77310589,17,16,4661300,"4520001,4530701,4619200,4662100,4665600,4669999,4732600,7731400,7732201",PR,7749,Parceiros,1,0,0,0,0,1
298584,,83010595,2,74,4661300,"4520001,4512901",SC,8069,Parceiros,1,0,0,0,0,0
299109,,61211470,1,99,4661300,"2733300,8599604,2833000,3321000,4789099,2651500,2790299",SP,6969,Parceiros,1,0,0,0,0,0
299845,,49591290,1,84,4661300,"4512901,4520001,4530703",SP,6711,Parceiros,1,0,0,0,0,0
300133,CPA MAQUINAS,89286116,1,42,4661300,"0161001,3314711,4530705,4618499,4622200,4623106,4623199,4632001,4683400,4789002,4789099,6462000",RS,8801,Parceiros,1,1,0,1,0,0
300864,SHARK DISTRIBUIDORA,3988196,3,24,4661300,"4618499,4520001",PR,7583,Parceiros,1,0,0,0,0,0
301086,DATTA,76065317,1,78,4661300,"4512901,3314712,3314711,2950600,2539001",PR,7493,Parceiros,1,0,0,1,1,0
301515,,108578,1,66,4661300,"3314712,4511101,4511102,4511103,4512901,4520001,4530703,4530704,4530706,7490104",MT,9925,Parceiros,1,0,1,0,1,0
303324,AMAZONIA MAQUINAS E IMPLEMENTOS LTDA,108578,4,9,4661300,"3314712,4511101,4511102,4511103,4512901,4520001,4530703,4530704,4530706,7490104",MT,8985,Parceiros,1,0,1,0,1,0
303350,AGRITEX,6098802,2,43,4661300,"4511101,4683400,4623106,3314712,4618499,0161001,0161003",MT,97,Parceiros,1,1,0,0,1,0
303770,MISSIONEIRA SERVICOS E SOLUCOES,5960285,1,26,4683400,"2330302,4222702,4312600,4313400,4321500,4399104,4399105,4530706,4542101,4611700,4612500,4613300,4614100,4615000,4618401,4618499,4622200,4623102,4623105,4623106,4623108,4623109,4632001,4633801,4661300,4662100,4673700,4679601,4679602,4679604,4689301,4732600,4741500,4742300,4744001,4744003,4744004,4744005,4744006,4759899,4789002,4930201,4930202,5021101,5021102,5091201,5212500,5223100,5232000,5250803,5250805,7112000,7120100,7490103,7711000,7719599,7731400,7739003,7739099,8130300",PA,535,Parceiros,1,1,0,0,0,0
304187,,108578,2,47,4661300,"3314712,4511101,4511102,4511103,4512901,4520001,4530703,4530704,4530706,7490104",MT,9937,Parceiros,1,0,1,0,1,0
304513,,41701947,1,7,4661300,"3314711,3314712,4652400,4732600,4789099",MG,4959,Parceiros,1,0,0,1,1,0
306964,M. SOBRAL TRATORES E MAQUINAS,12956469,1,88,4661300,"3314712,4222702,4511101,4614100,4615000,4649404,4673700,4744005,4754701,4930202,7731400",SE,3157,Parceiros,1,0,0,0,1,0
307277,CPA MAQUINAS,89286116,31,68,4661300,"4683400,3314711",RS,8591,Parceiros,1,1,0,1,0,0
307339,,20604229,9,8,4683400,"3314712,4520001,4612500,4619200,4661300,4692300",MG,4141,Parceiros,1,1,0,0,1,1
307364,AGROTRONIC,13995371,1,0,4661300,"3312102,4511101,4511103,4520001,4520003,4520007,4530703,4530704,4541203,4651601,4652400,4663000,4742300,4744099,4751201,4752100,4753900,4759899,4763602,4763603,4763604,4763605,4789007,4789099,9512600,9521500,9529199",MT,9925,Parceiros,1,0,1,0,0,0
308274,,2210106,2,26,4661300,4520001,SP,6607,Parceiros,1,0,0,0,0,0
308984,,45942349,11,52,4661300,"4520001,4512901",MG,5413,Parceiros,1,0,0,0,0,0
309507,SUPREMA MAQUINAS,15671525,1,26,4661300,"4732600,3314711,7490104,4781400,4782201",MT,8987,Parceiros,1,0,0,1,0,0
309518,MATRA TRATORES,3682747,10,56,4661300,"3314711,3314712,4520001,4530703,4530705,4614100,4732600",MS,9107,Parceiros,1,0,0,1,1,0
310162,MAMORE MAQUINAS AGRICOLAS,19614838,3,65,4661300,"4662100,4732600,4744001,4781400,4729699,2950600,3314711,4614100,4530705,7731400,7719599",RO,3,Parceiros,1,0,0,1,0,0
310202,,2210106,3,7,4661300,"3314711,3314712,3314716,4520001,4669999,4789099,7719599,7731400,7490104,3314717,3314799",MG,4031,Parceiros,1,0,0,1,1,0
310210,CENTRAL MAQUINAS ITAPEVA,54718481,6,9,4661300,"3314712,3314711,7490104,4732600,4530705,4512901,4782201,4781400",SP,6549,Parceiros,1,0,0,1,1,0
310361,TERRA PREMIUM MAQUINAS AGRICOLAS,21346829,1,10,4661300,"3314711,3314712,4614100,4619200",MT,9151,Parceiros,1,0,0,1,1,1
310414,AGRICASE,5444853,14,50,4661300,"4520001,4530703,4619200,4662100,4732600,7490104,7731400,7732201",MS,9131,Parceiros,1,0,0,0,0,1
310898,,14644584,4,95,4661300,"3314711,3314712",SC,8067,Parceiros,1,0,0,1,1,0
311013,TRATOWEL,1103413,2,45,4661300,,RS,8599,Parceiros,1,0,0,0,0,0
311016,,77310589,31,74,4661300,"4520001,4530701,4619200,4662100,4665600,4669999,4732600,7731400,7732201",PR,7933,Parceiros,1,0,0,0,0,1
311124,COOPERCITRUS,45236791,132,50,4661300,"4520001,7731400,0161099,4614100,7112000,3321000,8599604,3314711,7490103,8230001,0161003,5211799,4782201,4781400,4759899,4763602,4763604,4789005,4755503,4530703,4530705,4789004,4744001,4753900,4789099",SP,6323,Parceiros,1,0,0,1,0,0
311402,TERRA FORTE MAQUINAS E IMPLEMENTOS AGRICOLAS,24357694,1,87,4661300,"4530701,4744001,4732600,4614100",MT,9907,Parceiros,1,0,0,0,0,0
311406,PARAISO MAQUINAS E IMPLEMENTOS AGRICOLAS,1838101,16,85,4661300,"4789099,4692300,4612500,4520001,3314711",GO,9459,Parceiros,1,0,0,1,0,0
311806,JJ IMPLEMENTOS E PECAS AGRICOLAS,9342968,1,70,4661300,"4744003,4744001,4789099,4744005,4759899,3314702",GO,9425,Parceiros,1,0,0,0,0,0
311828,NOVA HOLANDA - TRATORES E IMPLEMENTOS,11069897,2,7,4661300,"4520001,4512901",MG,5403,Parceiros,1,0,0,0,0,0
311968,,13563680,14,18,4683400,"4618499,4622200,4623109,4623199,4644302,4661300,4789099,7490103",MT,9831,Parceiros,1,1,0,0,0,0
312429,AGROTECH SOLUCOES,21027476,1,96,4661300,3314712,PR,7777,Parceiros,1,0,0,0,1,0
313853,CIPPOLA ADMINISTRADORA DE NEGOCIOS,34123032,1,4,4789002,"3314711,4511101,4511102,4511103,4511104,4511105,4512901,4512902,4542101,4542102,4614100,4619200,4623106,4661300,4683400,4789099,4930201,4930202,4930204,6622300,7490104,7711000,7719599,7731400,7739099",RO,13,Parceiros,1,1,0,1,0,1
314050,LEO MAQUINAS E IMPLEMENTOS AGRICOLAS,37223032,1,66,7319002,"3314711,4322302,4530703,4661300",GO,9433,Parceiros,1,0,0,1,0,0
314883,COAMO,75904383,19,50,4623199,"4683400,4622200,4661300,7490103,4771704,4732600,4623109,4692300,5211701",PR,8463,Parceiros,1,1,0,0,0,0
314985,PRODUCERTA,85025427,1,5,4618499,"0111302,0111303,0115600,0151201,0163600,3314711,4623199,4661300,4683400,4771704,4789004,4789099,4930202,5211799,7490103,7490104,8230001",PR,7771,Parceiros,1,1,0,1,0,0
315024,,54196225,1,94,2833000,"2832100,2930101,2930103,3321000,4520001,4530703,4661300,4618499,7731400",SP,6221,Parceiros,1,0,0,0,0,0
315078,PIVOT,33302019,15,47,4692300,"4661300,4683400,4611700,4612500,3314711,3321000,4649401,6209100,0161099,4771704",GO,9361,Parceiros,1,1,0,1,0,0
315249,AGROWERNER,86430576,1,4,4614100,"3314711,4661300,4669999,4689399",SC,8053,Parceiros,1,0,0,1,0,0
315632,MARKA VEICULOS LTDA,53165106,8,88,4511104,"4511106,4511102,4520001,4520007,4530701,4530703,4661300,4669999,4789099,4520002,7490104",SP,6163,Parceiros,1,0,0,0,0,0
315653,LS MTRON BRASIL,13677964,2,0,2831300,"4652400,4661300,4665600,4693100,4669999,4689399,4530701,2219600,2833000,3321000,3314711,8599699,6463800,7320300,4530706",SC,8115,Parceiros,1,0,0,1,0,0
315747,,89800502,13,44,4789099,"2212900,3314711,3314712,4511101,4511102,4511103,4520001,4530701,4530703,4530705,4541204,4541206,4618499,4661300,4662100,4686902,4689399,4930201,4930202,5211799,5250804,6311900,6499999,6619302,6619399",RS,8951,Parceiros,1,0,0,1,1,0
315803,,89800502,14,25,4789099,"2212900,3314711,3314712,4511101,4511102,4511103,4520001,4530701,4530703,4530705,4541204,4541206,4618499,4661300,4662100,4686902,4689399,4930201,4930202,5211799,5250804,6311900,6499999,6619302,6619399",RS,8713,Parceiros,1,0,0,1,1,0
316110,,3060727,10,43,4789099,"3314712,3314711,4614100,4530703,4661300",RS,8629,Parceiros,1,0,0,1,1,0
316328,KIKO TECNOLOGIA AGRICOLA,24494175,1,60,4693100,"3314711,4614100,4661300,4789099,6209100,8599604",MT,9777,Parceiros,1,0,0,1,0,0
317148,AGRICOLA BALSAS,5292833,1,97,4669999,"4511101,4520001,4520002,4520003,4520004,4614100,4683400,5211799,7490104",MA,727,Parceiros,0,1,0,0,0,0
317158,COTRISOJA,97663728,1,35,4692300,"5211799,4622200,4683400,4930203,0141501,0141502,4930202,3299099,4930201,7500100,4669999,7490103,7490199,8299799,9609299,4623106,4784900",RS,8923,Parceiros,0,1,0,0,0,0
317414,COASA,93458222,1,33,4622200,"1066000,3314711,4520001,4520002,4520003,4520004,4520005,4520006,4520007,4530703,4530704,4530705,4623109,4623199,4631100,4632001,4683400,4692300,4711302,4729602,4731800,4732600,4771704,4784900,4789099,4930202,4930203,5211799,7490103,7490104",RS,8499,Parceiros,0,1,1,1,0,0
317661,COASA,93458222,8,0,4632001,"4623199,4683400,5211799",RS,5799,Parceiros,0,1,0,0,0,0
317716,C.VALE,77863223,108,46,4632001,"4530703,5211799,7490103,4771704,0161001,4741500,4683400",PR,7681,Parceiros,0,1,0,0,0,0
317769,GIOTTO TRANSPORTES,12254857,1,17,4930202,"4683400,0163600,0161003,4930203,4530705",GO,9459,Parceiros,0,1,0,0,0,0
320874,IMPORBRAS PECAS,37471420,1,66,4530703,4530704,PR,7563,Parceiros,0,0,1,0,0,0
330910,,11492141,11,67,4530701,"3314710,3314711,3314712,3329599,4520001,4530702,4618499,4663000,7490104,7739099",RS,8705,Parceiros,0,0,0,1,1,0
331348,ZAMBO IMPLEMENTOS AGRICOLAS,5969032,1,13,4789099,"2539001,3314711,4520001",RS,8697,Parceiros,0,0,0,1,0,0
331364,,46461828,5,71,4511101,"4530703,3314711,3314712,4530706",SP,6793,Parceiros,0,0,0,1,1,0
331607,,13536509,1,3,2229302,"4663000,2539001,3314711",RS,8785,Parceiros,0,0,0,1,0,0
340044,,46986386,3,15,4661300,"4511101,4511102,4530703,4520001,4511104,4732600",SP,6165,Parceiros,1,0,0,0,0,0
341171,TECH CAMPO,33384581,1,61,3314711,"3314712,4530703,4530704,4530705,4744001",GO,9561,Parceiros,0,0,1,1,1,0
341267,,26677742,4,92,4661300,"3314712,4614100,4681805,4781400,4789001,6619399,7731400,7739099",TO,9213,Parceiros,1,0,0,0,1,0
341771,,7434474,3,52,4661300,"2539001,2950600,3314711,4512901,4732600",MT,119,Parceiros,1,0,0,1,0,0
342566,,45236791,214,31,4661300,"0161001,0161003,3314711,4683400,7119701,7119702,7120100,7490103,7731400",SP,6221,Parceiros,1,1,0,1,0,0
342684,NOSSO CAMPO AGRICULTURE,36306691,3,65,4661300,"3313901,3314712,4530703,4649402,4662100,4663000,4669999,4753900,4930201,4930202",PR,7777,Parceiros,1,0,0,0,1,0
342894,,26677742,7,35,4661300,"3314712,4614100,4681805,4781400,4789001,6619399,7731400,7739099",TO,9241,Parceiros,1,0,0,0,1,0
344277,RPS AGRONEGOCIOS,33342659,1,85,4661300,,PR,7777,Parceiros,1,0,0,0,0,0
347941,MAXXICASE,5380321,3,44,4661300,"4662100,4732600,4744001,4781400,4729699,2950600,3314711,4614100,4530705,7731400,7719599",MT,1046,Parceiros,1,0,0,1,0,0
349766,,45236791,54,1,4683400,"0161003,4530703,4530705,4623109,4644302,4649499,4661300,4744001,4753900,4755503,4759899,4763602,4763604,4781400,4782201,4789004,4789005,4789099,5211799,7120100,7490103,7490104,7500100,8230001",MG,5401,Parceiros,1,1,0,0,0,0
349797,,45942349,4,23,4661300,"4512901,4520001",SP,6549,Parceiros,1,0,0,0,0,0
349884,SHARK TRATORES,47390307,9,67,4661300,"3314711,4520001,4530701,4619200,4669999,4693100,4732600,7731400",SP,6579,Parceiros,1,0,0,1,0,1
349886,SHARK TRATORES,47390307,22,34,4661300,"3314711,4520001,4530701,4619200,4669999,4693100,4732600,7731400",MS,9809,Parceiros,1,0,0,1,0,1
349887,SHARK TRATORES,47390307,25,87,4661300,"3314711,4520001,4530701,4619200,4669999,4693100,4732600,7731400",SP,6549,Parceiros,1,0,0,1,0,1
351219,CAMAGRIL,76075118,5,74,4661300,"2950600,3314711,4619200",PR,7691,Parceiros,1,0,0,1,0,1
351309,EQUAGRIL,77310589,12,1,4661300,"3314712,4520001,4530701,4619200,4662100",PR,7535,Parceiros,1,0,0,0,1,1
352658,TRATORAUTO,65115800,1,1,4661300,"3314711,3314712,4520001,4683400",MG,5403,Parceiros,1,1,0,1,1,0
352831,,86434933,1,2,4661300,"0161001,0161003,0161099,3314711,3314712,4614100,4930202,7731400",MG,5403,Parceiros,1,0,0,1,1,0
353310,PLANALTO DISTRIBUIDORA DE IMPLEMENTOS,33365180,1,64,4661300,"4732600,4741500,4530705,4520001,4512901,4530703",GO,9571,Parceiros,1,0,0,0,0,0
354160,AGRICASE,5444853,1,36,4661300,"4520001,4530703,4619200,4662100,4732600,7490104,7731400,7732201",PR,7691,Parceiros,1,0,0,0,0,1
355269,COCAMAR MAQUINAS,2213491,1,84,4661300,"1932200,3314711,3314712,4511101,4511102,4520001,4530703,4530704,4614100,4623199,4692300,4930201,5229002,6619399,6622300,7820500",PR,7691,Parceiros,1,0,1,1,1,0
355736,GEAGRO,6933748,1,23,4683400,"4619200,4621400,4622200,4623106,4632001,4661300,5211799,7112000,7490103,7490104",MG,5387,Parceiros,1,1,0,0,0,1
356331,EQUAGRIL,77310589,2,30,4661300,"4520001,4530701,4619200,4662100,4665600,4669999,4732600,7731400,7732201",PR,7683,Parceiros,1,0,0,0,0,1
357266,SHARK TRATORES,47390307,1,0,4661300,"3314711,4520001,4530701,4619200,4669999,4693100,4732600,7731400,4530703",SP,7107,Parceiros,1,0,0,1,0,1
357270,SOMA,4982010,1,20,4683400,"4623108,4623106,7490103,4789002,4612500,4614100,0119999,7820500,4611700,0162899,0161099,4661300,0161003,2013402,4622200,4621400",GO,9301,Parceiros,1,1,0,0,0,0
357420,SOLO MAQUINAS IMPLEMENTOS AGRICOLAS E PECAS,7661557,1,12,4661300,"4683400,4623106,4930202,4930201,4614100,4732600,4681805,4684299,4530702",MA,727,Parceiros,1,1,0,0,0,0
359315,NOVA HOLANDA - TRATORES E IMPLEMENTOS,11069897,4,79,4661300,"3314711,3314712,3314716,3314717,4520001,4530701,4619200,4662100,4669999,4732600,7731400,7732201",MG,5049,Parceiros,1,0,0,1,1,1
360124,AGROFEL,89286116,34,0,4661300,4683400,RS,8881,Parceiros,1,1,0,0,0,0
360357,,13563680,2,84,4683400,"4618499,4622200,4623109,4623199,4644302,4661300,4789099,7490103",MT,9871,Parceiros,1,1,0,0,0,0
360478,DISMA,14439362,3,50,4661300,"4520001,4619200,4662100,4732600,7731400,7732201",SP,6155,Parceiros,1,0,0,0,0,1
360659,DISMA,14439362,5,11,4661300,"4520001,4619200,4662100,4732600,7731400,7732201",SP,6847,Parceiros,1,0,0,0,0,1
360882,TRIMAQ,20446150,1,30,4661300,"3314711,3314712,4322301,4614100,4623106,4669999,4683400,4744001,4744099,4789002",SC,918,Parceiros,1,1,0,1,1,0
360999,,13563680,1,1,4683400,"4618499,4622200,4623109,4623199,4644302,4661300,4789099,7490103",MT,9067,Parceiros,1,1,0,0,0,0
361080,,45236791,96,52,4661300,"4520001,7731400,0161099,4614100,7112000,3321000,8599604,3314711,7490103,8230001,0161003,5211799,4782201,4781400,4759899,4763602,4763604,4789005,4755503,4530703,4530705,4789004,4744001,4753900,4789099",SP,6681,Parceiros,1,0,0,1,0,0
361131,DHL - DISTRIBUIDORA DE PECAS E SERVICOS LTDA,84944297,6,48,4661300,"4520001,4530703,7319002,7490104",PR,7667,Parceiros,1,0,0,0,0,0
361498,BUGIO TRATORES LTDA.,14644584,2,23,4661300,"3314711,3314712",SC,8383,Parceiros,1,0,0,1,1,0
361542,,45942349,12,33,4661300,"4511101,4511102,4511104,4512901,4520001,4530703",MG,4031,Parceiros,1,0,0,0,0,0
361578,DISMA,14439362,8,64,4661300,"4520001,4619200,4662100,4732600,7731400,7732201",SP,7201,Parceiros,1,0,0,0,0,1
361618,AGRO NEWS MAQUINAS,17272703,1,71,4661300,4520001,PR,7701,Parceiros,1,0,0,0,0,0
361632,AGRITEX,6098802,6,77,4661300,"0161001,0161003,3314712,4511101,4618499,4623106,4683400",MT,9183,Parceiros,1,1,0,0,1,0
362187,MAXXICASE,5380321,7,78,4661300,"4662100,4732600,4744001,4781400,4729699,2950600,3314711,4614100,4530705,7731400,7719599",MT,8999,Parceiros,1,0,0,1,0,0
362995,AGROFITO CASE IH,5480746,4,6,4661300,"4520001,4520003,7490104",MT,8983,Parceiros,1,0,0,0,0,0
363294,,13563680,25,70,4683400,"4618499,4622200,4623109,4644302,4661300,4789099,7490103",PA,633,Parceiros,1,1,0,0,0,0
363372,AGRIDISCO PECAS E IMPLEMENTOS AGRICOLAS,22218421,1,26,4661300,"3314711,4530706,4614100,4744001,4753900,4789099,7490104",GO,9571,Parceiros,1,0,0,1,0,0
363587,TRATORCASE MAQUINAS AGRICOLAS S/A.,8641686,7,5,4661300,"3314711,6202300",PR,7607,Parceiros,1,0,0,1,0,0
364383,,14439362,10,89,4661300,"4520001,4619200,4662100,4732600,7731400,7732201",SP,6795,Parceiros,1,0,0,0,0,1
364478,MASTER AGRO MAQUINAS E IMPLEMENTOS,22153260,1,30,4661300,"4530703,4530701,4744001,4732600,3314711,4614100",MT,8985,Parceiros,1,0,0,1,0,0
364880,MULTIAGRARIA,23368504,1,64,4661300,"3314711,3314712,4614100,4681805,4732600",MT,9929,Parceiros,1,0,0,1,1,0
364976,MAXUM,2227267,2,22,4661300,"3314711,3314712,3314716,4512901,4520001,4520002,4520003,4530703,4530705,4611700,4619200,4622200,4623103,4623199,4732600,4763601,4781400,4782201,4930201,4930202,7731400,8599699",BA,3485,Parceiros,1,0,0,1,1,1
365058,RISA MAQUINAS,6855894,11,50,4661300,"3314711,3314712,4520001,4530701,4530703,7319002",PI,1223,Parceiros,1,0,0,1,1,0
365176,NOVA HOLANDA - TRATORES E IMPLEMENTOS,11069897,3,98,4661300,"3314711,3314712,3314716,3314717,4520001,4530701,4619200,4662100,4669999,4732600,7731400,7732201",MG,4683,Parceiros,1,0,0,1,1,1
365424,SISTEMA INTELIGENTE DE PRODUCAO AGRICOLA,30340130,1,34,161003,"0161099,0163600,4661300,7490103",PR,7523,Parceiros,1,0,0,0,0,0
365600,AGROFORTE,33381370,1,75,7490104,"3314711,4530701,4611700,4661300,8211300,8219999",MT,9871,Parceiros,1,0,0,1,0,0
365877,,37747190,1,15,2733300,"2651500,4614100,4661300,4669999,6209100,7319002",RS,8755,Parceiros,1,0,0,0,0,0
365996,AGRI PLANT,39908004,1,8,4530703,"3314711,4661300,4683400,4789002,4789099,8599604",RS,8647,Parceiros,1,1,0,1,0,0
366518,TRATORSOLO PECAS AGRICOLAS,961287,1,16,4530703,"3314711,4530701,4614100,4618499,4661300,4930201,4930202,5229002",PR,7583,Parceiros,1,0,0,1,0,0
366526,CERRADO LTDA,6044573,1,1,4511101,"4530701,4661300,4681805,4732600,4520001,4520002,3314711,3314712,4614100,4789099",MG,4285,Parceiros,1,0,0,1,1,0
366536,PIVOT,33302019,12,2,4692300,"0161099,3314711,3321000,3511501,3514000,4649401,4661300,4732600,4789099,6209100,6810202,6822600,7490104",GO,9325,Parceiros,1,0,0,1,0,0
366556,PRECIZA AGRICULTURA DE PRECISAO,6697836,1,73,161003,"0161001,4661300,4683400,7120100,8299799",PR,7523,Parceiros,1,1,0,0,0,0
366583,KOMATSU FOREST,75173575,1,5,2829199,"2543800,2831300,2950600,3314710,3319800,3321000,4614100,4651601,4661300,4662100,4672900,4673700,6463800,6619302,7739099,8211300,8599699",PR,5453,Parceiros,1,0,0,0,0,0
366764,,90555202,1,92,4789099,"3313901,3313999,3314711,3314712,3321000,4321500,4530703,4530705,4612500,4613300,4614100,4622200,4623199,4661300,4663000,4669901,4669999,4672900,4673700,4681805,4683400,4687702,4732600,4742300,4744001,4751201,4753900,4757100,4930203,5211799,6202300,6203100,7490103,8299799,9511800",RS,8729,Parceiros,1,1,0,1,1,0
366772,,91495226,1,66,2833000,"4661300,2832100,6463800",RS,8755,Parceiros,1,0,0,0,0,0
366842,C.VALE,77863223,1,7,4632001,"0115600,0141501,0141502,0154700,0155502,0155505,0161001,0163600,0210101,0210107,0312404,0321301,0321302,0321303,0321305,0322101,1012101,1012102,1012103,1013901,1013902,1020101,1020102,1041400,1042200,1043100,1064300,1065101,1066000,1069400,1091102,1099699,1121600,3314702,3314711,3314712,3314713,3316301,3511501,3513100,4520005,4530703,4530705,4611700,4612500,4622200,4623106,4623109,4623199,4632002,4632003,4634602,4637103,4639701,4644302,4661300,4683400,4692300,4711302,4713004,4722901,4722902,4729602,4731800,4732600,4741500,4744001,4763604,4771704,4772500,4784900,4789002,4930202,4930203,5211701,5211799,5212500,5231101,5231102,5231103,5232000,5250801,5611201,7119702,7120100,7210000,7490103,7490104,8230001",PR,7739,Parceiros,1,1,0,1,1,0
366919,PICCIN,59600510,1,42,2833000,"2832100,3314711,3321000,4661300",SP,7079,Parceiros,1,0,0,1,0,0
367045,,90555202,4,35,4789099,"3313901,3313999,3314711,3314712,3321000,4321500,4530703,4530705,4612500,4613300,4614100,4661300,4663000,4669901,4669999,4672900,4673700,4681805,4683400,4687702,4732600,4742300,4744001,4751201,4753900,4757100,4930203,7490103,9511800",RS,8841,Parceiros,1,1,0,1,1,0
367295,PULVERJET,12616401,1,50,2833000,"0161001,2822402,2825900,3314711,4530703,4661300,4930202,7731400",RS,8921,Parceiros,1,0,0,1,0,0
367649,SUPER TRATORES,89800502,12,63,4789099,"2212900,3314711,3314712,4511101,4511102,4511103,4520001,4530701,4530703,4530705,4541204,4541206,4618499,4661300,4662100,4686902,4689399,4930201,4930202,5211799,5250804,6311900,6499999,6619302,6619399",RS,8791,Parceiros,1,0,0,1,1,0
367727,,3060727,8,29,4789099,"0161099,2829199,2833000,2950600,3314711,3314712,4520001,4520002,4520003,4520005,4530702,4530703,4530705,4661300,4669999,4731800,4732600,4930202,6463800,6491300",RS,8559,Parceiros,1,0,0,1,1,0
367859,ACREMAQ MAQUINAS E IMPLEMENTOS AGRICOLAS,24241279,1,63,4530703,"4530704,4530705,4732600,4661300,3314712,3314711",GO,9645,Parceiros,1,0,1,1,1,0
368145,RVR TECNOLOGIA,26379786,1,93,7319002,"3314711,4661300,7119701,7490103,8211300",GO,9549,Parceiros,1,0,0,1,0,0
369268,USINA PORTO RICO NOVA UNIDADE,12217832,2,24,1071600,"0151201,1931400,3511501,4611700,4637102,4681801,4683400,5211701",AL,2727,Parceiros,0,1,0,0,0,0
369366,TRANSPOLO,8304309,1,87,4930202,"4789002,0161099,4683400",RS,8859,Parceiros,0,1,0,0,0,0
383033,,23403611,7,71,4511101,"7731400,4530703,3314711,3314712,4732600,7490104",GO,9425,Parceiros,0,0,0,1,1,0
383036,AGROSER,2637401,1,82,4789099,"3314711,4614100,4930202,7490199",RS,8951,Parceiros,0,0,0,1,0,0
383134,2 E L L O ' S P U L V E R I Z A C A O,7857210,1,40,4623199,"0161003,0161099,3314711,7731400",MT,9871,Parceiros,0,0,0,1,0,0
383470,TAISA,77013647,12,35,4789099,"3314711,4512901",PR,7805,Parceiros,0,0,0,1,0,0
384161,PANTANAL - PECAS E IMPLEMENTOS AGRICOLAS,3591444,1,37,4789099,"4530703,3314712,4732600,4789002,4530705,4744001",MS,9073,Parceiros,0,0,0,0,1,0
384375,DGPS,21994506,1,33,4520003,"4520007,4530703,4614100,4652400,3314712",BA,1112,Parceiros,0,0,0,0,1,0
388821,AQTECH,7047450,1,89,2651500,"2621300,2622100,3312102,4619200,4651601,4652400,4663000,4689399,6202300,6203100,6204000,7020400,7120100,7210000,7739099,9511800",SC,8105,Parceiros,0,0,0,0,0,1
391991,FARM AGRONEGOCIOS,27948144,1,20,4683400,"0161001,0161003,3314711,4530704,4612500,4622200,4661300,4681805,4789002,7490103",RS,8777,Parceiros,1,1,1,1,0,0
392664,,11492141,5,19,4661300,"3314710,3314711,3314712,4663000,4744001,7490104",PR,7701,Parceiros,1,0,0,1,1,0
394686,AGROEASY TECNOLOGIA AGRICOLA,26167324,1,2,4661300,"3314711,4614100",MT,9151,Parceiros,1,0,0,1,0,0
395233,AGRO AMAZONIA,13563680,36,23,4683400,"4618499,4622200,4623109,4623199,4644302,4661300,4789099,7490103",GO,9439,Parceiros,1,1,0,0,0,0
396187,SO AGRICOLA,29902938,1,89,4661300,"3314711,3314712,4530706,4614100,7731400",GO,9641,Parceiros,1,0,0,1,1,0
396727,COPAGRICOLA,41712983,1,76,4661300,"3314711,4530706,4614100,4744001,4753900,7490104",GO,9571,Parceiros,1,0,0,1,0,0
396920,,18460972,8,9,4661300,"3314711,3314712,4511101,4511102,4512901,4520001,4520002,4530703,4614100",MG,4865,Parceiros,1,0,0,1,1,0
